PID,Price,Area,City,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,Furnished
2124,10200000,1400,Delhi,Sector 7 Dwarka,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
214,7662000,1401,Banglore,Carmelaram,3,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1
638,6070000,1141,Banglore,JP Nagar Phase 3,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1
3693,15200000,2630,Hyderabad,Kokapet,4,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1
948,11299999,2180,Banglore,Begur,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
4689,6700000,1155,Kolkata,New Town,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
1377,6667000,1026,Chennai,Maduravoyal,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
6412,9000000,1240,Mumbai,Sector 5 Ulwe,2,1,,,0,0,0,0,0,0,1,0,1,0,1,0,0,,,0,0,0,1,1,,,,0
3030,12000000,1500,Delhi,Sector 4 Dwarka,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3231,25600000,3031,Hyderabad,Hitech City,4,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1
1538,2700000,677,Chennai,Avadi,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1
307,8728000,2182,Banglore,Anagalapura Near Hennur Main Road,3,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1
2135,14000000,1800,Delhi,Sector 10 Dwarka,3,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0
2828,4800000,810,Delhi,Dwarka Mor,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5733,25000000,881,Kolkata,New Town,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
4942,4900000,823,Kolkata,Kaikhali,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
7056,45000000,1100,Mumbai,Worli,2,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,1,0,0,1,1,,,,0
1029,4100000,1000,Banglore,Anagalapura Near Hennur Main Road,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
3031,15500000,1550,Delhi,Jasola,3,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
4910,2899000,576,Kolkata,Kaikhali,1,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
3503,8000000,1940,Hyderabad,Nizampet,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,7554000,1442,Banglore,JP Nagar Phase 3,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1
1463,3627000,930,Chennai,Poonamallee,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2593,2300000,480,Delhi,Dwarka Mor,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
6933,16500000,1600,Mumbai,Kharghar,3,1,,,0,0,0,0,1,0,1,1,1,1,0,0,0,,,0,0,0,1,0,,,,0
2553,2351000,650,Delhi,Dwarka Mor,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
93,13000000,1800,Banglore,J. P. Nagar,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3446,3650000,1000,Hyderabad,Nizampet,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3862,2700000,1005,Hyderabad,KTR Colony,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
534,2436000,870,Banglore,Bommasandra,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3743,32500000,3448,Hyderabad,Gachibowli,3,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
889,10500000,972,Banglore,Chikkagubbi on Hennur Main Road,3,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
1032,6700000,1305,Banglore,Kumaraswamy Layout,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
6428,8800000,980,Mumbai,Sector9 Kamothe,2,1,,,0,0,0,0,0,0,1,0,1,0,1,0,0,,,0,0,0,1,1,,,,0
5192,3600000,900,Kolkata,Keshtopur,1,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5400,5370000,935,Kolkata,Tangra,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2968,13799999,1300,Delhi,Sector 11 Dwarka,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
4392,12000000,800,Kolkata,Garia,2,1,9,9,,9,9,9,,9,9,9,9,,,,,9,9,9,,9,9,,9,9,9,
549,4056000,1054,Banglore,Krishnarajapura,2,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
1955,3399000,720,Delhi,Dwarka Mor,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1133,2960000,779,Chennai,Kolapakkam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3708,4900000,1120,Hyderabad,Manikonda,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3335,6800000,1415,Hyderabad,Manikonda,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
5347,6959999,1466,Kolkata,Mukundapur,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
3101,8903000,1535,Hyderabad,Kokapet,3,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1
6162,9400000,1200,Mumbai,Kharghar,2,1,,,0,1,0,1,1,1,1,1,1,1,0,0,1,,,0,0,1,1,0,,,,1
4145,10000000,1935,Hyderabad,Aminpur,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4861,2217000,415,Kolkata,Santoshpur,1,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
2858,2500000,540,Delhi,Dwarka Mor,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7427,13500000,1235,Mumbai,Kharghar,2,1,,,1,1,0,0,1,1,1,1,1,1,0,0,0,,,0,0,1,1,0,,,,1
7234,15000000,880,Mumbai,Wadala East Wadala,2,1,,,0,0,0,0,0,0,1,0,1,0,1,0,0,,,0,0,0,1,1,,,,0
4456,2290000,914,Kolkata,Narendrapur,2,0,9,9,,9,9,9,,9,9,9,9,,,,,9,9,9,,9,9,,9,9,9,
2952,29500000,2400,Delhi,Sector 2 Dwarka,4,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0
4925,9800000,942,Kolkata,Chinar Park,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
7401,6300000,750,Mumbai,Thakurli,1,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,,,0,0,0,1,0,,,,0
6299,9500000,1088,Mumbai,Kharghar,2,1,,,0,1,0,0,0,0,1,1,1,0,0,0,0,,,0,0,1,1,0,,,,0
5031,6900000,1956,Kolkata,New Town,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5172,15600000,1259,Kolkata,New Town,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
494,4562000,1304,Banglore,Electronic City Phase 1,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3094,5739000,1295,Hyderabad,Alwal,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
532,2867000,1147,Banglore,Attibele,2,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
2550,19800000,2000,Delhi,Sector 11 Dwarka,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
2953,25000000,1440,Delhi,Lajpat Nagar,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
6480,21500000,1200,Mumbai,Chembur,2,0,,,1,0,0,0,1,0,1,1,1,1,0,0,0,,,0,0,1,1,0,,,,0
4768,9800000,1290,Kolkata,Baranagar,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
1005,12300000,2202,Banglore,Harlur,3,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0
3100,9800000,1520,Hyderabad,Gachibowli,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5300,3300000,1165,Kolkata,Garia,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
6486,25000000,1600,Mumbai,Kandivali East,3,1,,,0,1,0,0,1,0,1,1,1,1,0,1,0,,,0,0,1,1,0,,,,0
3155,8600000,1242,Hyderabad,Sri Nagar Colony,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6845000,1670,Banglore,Kengeri,3,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
7409,10000000,600,Mumbai,Borivali East,1,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,1,0,1,0,,,,0
7177,13000000,1290,Mumbai,Sector 18 Kharghar,2,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,1,0,,,,0
1550,5816000,1294,Chennai,Navallur,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3912,3570000,1050,Hyderabad,Nizampet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4107,3800000,1008,Hyderabad,Bachupally,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1622,9548000,1469,Chennai,Korattur,3,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3073,16000000,1450,Delhi,South Extension 2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6119,7500000,1050,Mumbai,Kharghar,2,1,,,0,1,0,1,0,1,1,1,1,1,0,0,1,,,0,0,0,1,0,,,,1
3066,15000000,1900,Delhi,Greater Kailash II,3,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
6017,13500000,845,Kolkata,Sarsuna,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2071,17500000,2600,Delhi,Sector 23 Rohini,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4731,6900000,1845,Kolkata,New Town,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
491,2781000,795,Banglore,Electronic City Phase 1,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1529,4350000,1200,Chennai,Thiruverkadu,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
5162,2478000,933,Kolkata,Bhatenda,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
4622,12700000,1500,Kolkata,New Alipore,4,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
129,3779999,900,Banglore,Kudlu,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
2267,4600000,900,Delhi,Burari,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
419,6389000,1125,Banglore,Kodigehalli,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
3084,8000000,1050,Delhi,Lajpat Nagar III,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
53,6367000,1415,Banglore,Whitefield Hope Farm Junction,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
521,4458000,1486,Banglore,Sarjapur,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
850,5739000,1300,Banglore,Electronic City Phase 2,2,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
5925,2151000,2105,Kolkata,Dum Dum,4,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1017,2940000,840,Banglore,Singasandra,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
6703,25400000,1431,Mumbai,Wadala,2,0,,,0,0,0,0,1,0,1,1,1,1,1,1,0,,,0,0,1,1,0,,,,0
6300,2018000,375,Mumbai,Dombivali,1,0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,,,0,0,0,0,0,,,,0
2760,30000000,1600,Delhi,Greater Kailash,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1019,4532000,1295,Banglore,Singasandra,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
4664,5500000,1330,Kolkata,Uttarpara Kotrung,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
2870,11000000,1300,Delhi,Sector 10 Dwarka,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
799,17100000,1890,Banglore,ITPL,3,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1
2326,2200000,550,Delhi,Dwarka Mor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3844,6000000,1600,Hyderabad,Nagole,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4897,3610000,1320,Kolkata,New Town,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
1982,17000000,1450,Delhi,Sarita Vihar,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6374,2500000,300,Mumbai,Kandivali East,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0
1018,4602000,1315,Banglore,Singasandra,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
4859,8200000,1150,Kolkata,Dum Dum,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
6011,2700000,900,Kolkata,Barisha,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1712,3289000,765,Chennai,Porur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6984,5600000,619,Mumbai,Sector 21 Kamothe,1,1,,,0,0,0,0,0,0,1,0,1,0,1,0,0,,,0,0,0,1,1,,,,0
4286,8323000,1665,Hyderabad,Nallagandla Gachibowli,3,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
7471,7430000,965,Mumbai,Mira Road East,2,0,,,0,1,1,0,1,0,1,1,1,1,0,0,0,,,0,0,1,1,0,,,,0
7229,7500000,550,Mumbai,Thane West,1,1,,,0,1,1,0,1,0,1,1,1,1,1,1,0,,,0,0,1,1,0,,,,0
7636,11500000,1556,Mumbai,Ghatkopar East,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
6067,5400000,1658,Kolkata,New Town,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5844,10400000,770,Kolkata,Behala,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
677,3331000,1025,Banglore,Anekal City,2,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1
281,8800000,1195,Banglore,Varthur,2,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1
2662,4500000,800,Delhi,Dwarka Mor,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3588,3000000,850,Hyderabad,Beeramguda,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4474,9754000,972,Kolkata,Tangra,3,0,9,9,,9,9,9,,9,9,9,9,,,,,9,9,9,,9,9,,9,9,9,
7150,10600000,1070,Mumbai,Sector 10,2,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,0,0,,,,0
484,2962000,823,Banglore,Electronic City Phase 1,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4884,6250000,1310,Kolkata,New Town,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
6591,2200000,500,Mumbai,Naigaon East,1,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,1,1,,,,0
7607,10500000,5150,Mumbai,Ghatkopar West,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
4352,9639000,1377,Kolkata,New Alipore,3,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0
6649,4900000,700,Mumbai,Ulwe,1,0,,,1,0,1,1,0,1,1,1,1,0,0,0,1,,,0,0,1,1,0,,,,1
4953,6900000,1050,Kolkata,Rajarhat,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
1069,17400000,1249,Banglore,Koramangala,2,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0
6197,4200000,646,Mumbai,Kharghar,1,1,,,0,1,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,1,0,,,,0
2709,4100000,865,Delhi,Uttam Nagar,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5362,5767000,923,Kolkata,Dum Dum,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5790,9600000,960,Kolkata,Rajarhat,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2620,4700000,820,Delhi,Uttam Nagar,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4258,29000000,3600,Hyderabad,Kondapur,4,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0
6665,3000000,650,Mumbai,Dronagiri,1,0,,,0,0,0,1,0,1,1,1,1,1,0,1,1,,,0,0,0,1,0,,,,1
5233,3800000,680,Kolkata,Tiljala,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
6010,3900000,1742,Kolkata,Kasba,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2552,20500000,1950,Delhi,Sector 4 Dwarka,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
4530,8295000,1304,Kolkata,New Alipore,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
5470,4725000,978,Kolkata,Behala,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
4751,6900000,1553,Kolkata,New Town,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,9,9,9,
826,6636000,1580,Banglore,Electronic City Phase 1,3,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
1776,17900000,1695,Chennai,Vadapalani,3,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
1877,3621000,900,Delhi,Uttam Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6620,5200000,667,Mumbai,Sector 17 Ulwe,1,1,,,0,1,0,1,0,0,1,1,1,1,0,0,0,,,0,0,1,1,0,,,,0
2182,3300000,675,Delhi,Burari,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2404,4100000,800,Delhi,Dwarka Mor,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2876,7500000,680,Delhi,Rohini sector 24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5778,3191000,1480,Kolkata,New Town,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2220,2800000,720,Delhi,Burari,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
938,4500000,792,Banglore,Devanahalli,2,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1
7440,8000000,1050,Mumbai,Kharghar,2,1,,,0,0,0,0,0,0,1,0,1,0,0,0,0,,,0,0,0,0,0,,,,0
6635,4900000,650,Mumbai,Sector 23 Ulwe,1,1,,,0,0,0,1,1,1,1,1,1,0,0,1,1,,,0,0,1,1,0,,,,0
2104,17000000,1900,Delhi,Sector 7 Dwarka,3,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0
5363,7554000,1947,Kolkata,Dum Dum,4,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
628,6255000,1179,Banglore,JP Nagar Phase 3,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1
6425,15000000,1735,Mumbai,Sector9 Kamothe,3,1,,,0,0,0,0,0,0,1,0,1,0,1,0,0,,,0,0,0,1,1,,,,0
930,6731000,1268,Banglore,Avalahalli Off Sarjapur Road,2,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1
5724,6500000,900,Kolkata,North Dumdum,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5998,8500000,715,Kolkata,Thakurpukur,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2601,2500000,450,Delhi,Sector 28 Rohini,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7266,9000000,990,Mumbai,PARSIK NAGAR,2,1,,,0,0,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,0,1,,,,0
2048,14500000,1900,Delhi,Pochanpur Colony,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
923,6900000,1440,Banglore,Yelahanka,3,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0
6122,6000000,555,Mumbai,Kharghar,1,1,,,0,1,0,0,0,0,1,1,1,0,0,0,0,,,0,0,0,1,0,,,,0
1708,46900000,2348,Chennai,Raja Annamalai Puram,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7594,31500000,1135,Mumbai,Sector-9 Ulwe,2,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2462,3200000,580,Delhi,Uttam Nagar,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7704,7000000,600,Mumbai,Kharghar,1,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2276,3800000,900,Delhi,Burari,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1345,6776000,1124,Chennai,Sholinganallur,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5711,3200000,1925,Kolkata,Ballygunge,3,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
7717,4800000,1730,Mumbai,Kharghar,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
5210,9834000,950,Kolkata,Kasba,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2761,2700000,540,Delhi,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6070,2700000,940,Kolkata,Barasat,3,1,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
2142,14500000,1900,Delhi,Sector 6 Dwarka,3,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
5725,6200000,940,Kolkata,south dum dum,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
1447,2827000,589,Chennai,Pammal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5082,13100000,1206,Kolkata,New Town,2,0,,,,9,9,9,,9,9,9,9,,,,,,,9,,9,9,,,,,
4085,8500000,1500,Hyderabad,Kondapur,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3408,4880000,1220,Hyderabad,Alwal,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
